id,conviction_type,core_referral,exp_release_date,onboard_date,general_risk,violent_risk,sexual_risk,needs_screen,onboard_year,qualifies_need,override,referral_decision,add_referral,start_date,completion_status,end_date
18288,IGV,Kyrios,01/06/2014,16/06/2012,34,30,26,0,NA,No,No,NA,NA,NA,NA,NA
44893,LGA,Kyrios,22/08/2013,07/09/2010,53,61,12,0,NA,No,No,NA,NA,NA,NA,NA
11045,IGV,Kyrios,12/05/2019,27/05/2016,38,42,11,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
11353,IGV,Kyrios,20/02/2016,07/03/2014,35,50,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
7667,ATH,Kyrios,20/04/2008,06/05/2006,34,20,13,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
6140,KAB,Kyrios,02/08/2018,17/08/2016,24,30,12,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
24944,IGV,Kyrios,18/10/2018,02/11/2016,33,40,13,2,NA,Yes,No,Allocated,Doro V,08/01/2018,Completed,25/10/2018
38799,LGA,Kyrios,11/08/2015,26/08/2013,30,30,13,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
20978,ATH,Kyrios,14/05/2014,29/05/2012,34,42,18,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
7632,SVC,Kyrios,31/07/2011,15/08/2009,6,10,68,0,NA,No,No,NA,NA,NA,NA,NA
37161,LGA,Kyrios,12/08/2015,27/08/2013,62,40,26,0,NA,No,No,NA,NA,NA,NA,NA
1410,LGA,Kyrios,21/09/2015,06/10/2013,35,55,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
10378,IGV,Kyrios,13/10/2011,28/10/2009,39,52,14,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
23952,IGV,Kyrios,01/03/2015,16/03/2012,50,44,16,1,NA,Yes,No,Allocated,Doro V,07/11/2012,Completed,22/07/2013
39135,IGV,Kyrios,11/01/2016,26/01/2014,51,28,15,2,NA,Yes,No,Allocated,Doro V,01/12/2014,Completed,02/09/2015
3730,ATH,Kyrios,21/12/2012,06/01/2011,46,43,28,3,NA,Yes,No,Allocated,NA,19/04/2011,Completed,22/10/2011
30967,IGV,Kyrios,14/09/2013,30/09/2011,59,44,67,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
43948,IPV,Kyrios,27/03/2014,12/04/2011,16,1,32,0,NA,No,No,NA,NA,NA,NA,NA
44709,SVA,Kyrios,16/07/2019,31/07/2016,32,18,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
14819,LGA,Kyrios,03/01/2009,19/01/2007,39,50,18,2,NA,Yes,No,Allocated,NA,25/11/2007,Completed,04/05/2008
3553,IGV,Kyrios,17/11/2012,03/12/2009,59,42,58,0,NA,No,No,NA,NA,NA,NA,NA
43446,ATH,Kyrios,19/08/2015,03/09/2012,19,34,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25743,LGA,Kyrios,05/04/2007,20/04/2005,21,40,16,0,NA,No,No,NA,NA,NA,NA,NA
36452,ATH,Kyrios,06/09/2012,22/09/2010,53,42,16,0,NA,No,No,NA,NA,NA,NA,NA
10018,LGA,Kyrios,19/09/2010,05/10/2007,47,27,28,0,NA,No,No,NA,NA,NA,NA,NA
45633,IGV,Kyrios,01/01/2016,16/01/2013,22,36,10,0,NA,No,No,NA,NA,NA,NA,NA
46154,IGV,Kyrios,05/11/2008,21/11/2006,36,52,4,0,NA,No,No,NA,NA,NA,NA,NA
34903,LGA,Kyrios,27/02/2019,14/03/2016,58,61,39,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
31787,SVC,Kyrios,25/09/2008,11/10/2005,51,32,51,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
28454,IPV,Kyrios,12/02/2010,28/02/2007,36,46,6,0,NA,No,No,NA,NA,NA,NA,NA
21952,SVA,Kyrios,08/12/2013,24/12/2010,20,28,42,1,NA,Yes,No,Allocated,Doro S,14/03/2012,Completed,20/11/2012
1349,IGV,Kyrios,12/12/2009,28/12/2006,51,36,24,0,NA,No,No,NA,NA,NA,NA,NA
7499,IPV,Kyrios,08/04/2015,23/04/2013,2,30,9,4,NA,Yes,No,Allocated,Doro DA,23/05/2014,Completed,22/02/2015
26285,IGV,Kyrios,30/07/2016,15/08/2013,55,63,28,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
1016,SVC,Kyrios,05/03/2006,20/03/2004,26,30,53,2,NA,Yes,No,Allocated,Doro S,13/01/2005,Completed,30/10/2005
43725,ATH,Kyrios,21/02/2017,09/03/2015,42,37,26,0,NA,No,No,NA,NA,NA,NA,NA
874,LGA,Kyrios,08/02/2012,23/02/2009,51,60,67,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
44628,IGV,Kyrios,01/09/2007,16/09/2004,38,52,36,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
45000,IGV,Kyrios,10/08/2012,26/08/2009,35,39,16,1,NA,Yes,No,Allocated,Doro V,07/01/2010,Did not complete,NA
21491,LGA,Kyrios,23/07/2019,07/08/2017,49,29,5,0,NA,No,No,NA,NA,NA,NA,NA
23156,SVA,Kyrios,25/05/2019,09/06/2017,28,20,33,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
1718,LGA,Kyrios,03/01/2009,19/01/2007,46,33,20,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
37016,IGV,Kyrios,12/11/2010,28/11/2007,65,42,17,1,NA,Yes,No,Allocated,Doro V,24/04/2009,Completed,11/01/2010
25641,LGA,Kyrios,01/06/2008,17/06/2006,50,40,17,0,NA,No,No,NA,NA,NA,NA,NA
29857,KAB,Kyrios,19/09/2016,05/10/2013,20,33,28,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
19529,SVC,Kyrios,02/06/2008,18/06/2006,3,15,77,0,NA,No,No,NA,NA,NA,NA,NA
5762,ATH,Kyrios,20/11/2016,06/12/2014,21,33,17,1,NA,Yes,No,Allocated,NA,22/11/2015,Completed,02/06/2016
30741,LGA,Kyrios,19/02/2008,06/03/2005,51,51,40,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
26051,SVC,Kyrios,13/03/2011,28/03/2008,33,30,38,0,NA,No,No,NA,NA,NA,NA,NA
44798,LGA,Kyrios,26/08/2015,10/09/2013,42,38,24,1,NA,Yes,No,Allocated,NA,13/01/2014,Completed,15/07/2014
32378,ATH,Kyrios,11/12/2007,26/12/2005,30,41,11,0,NA,No,No,NA,NA,NA,NA,NA
28232,LGA,Kyrios,26/08/2018,10/09/2016,37,52,12,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
18262,IGV,Kyrios,01/02/2008,16/02/2006,57,46,15,0,NA,No,No,NA,NA,NA,NA,NA
41524,LGA,Kyrios,16/04/2008,02/05/2005,33,26,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
32048,IGV,Kyrios,12/05/2008,28/05/2005,66,65,18,0,NA,No,No,NA,NA,NA,NA,NA
10955,IGV,Kyrios,20/06/2008,06/07/2006,27,34,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42617,SVC,Kyrios,25/11/2008,11/12/2006,23,16,81,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
23555,IPV,Kyrios,23/10/2006,07/11/2004,46,34,31,0,NA,No,No,NA,NA,NA,NA,NA
41711,LGA,Kyrios,25/10/2009,10/11/2007,53,62,27,0,NA,No,No,NA,NA,NA,NA,NA
42746,IGV,Kyrios,08/10/2017,24/10/2014,58,44,13,0,NA,No,No,NA,NA,NA,NA,NA
45482,SVC,Kyrios,20/11/2011,05/12/2008,32,24,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
35546,IGV,Kyrios,24/01/2007,09/02/2004,38,32,61,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
29732,IGV,Kyrios,11/04/2008,27/04/2006,36,30,11,0,NA,No,No,NA,NA,NA,NA,NA
9453,ATH,Kyrios,24/02/2011,11/03/2009,46,41,3,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
8912,LGA,Kyrios,05/09/2007,20/09/2004,21,39,6,0,NA,No,No,NA,NA,NA,NA,NA
36887,ATH,Kyrios,17/01/2012,01/02/2010,50,48,35,2,NA,Yes,No,Allocated,NA,18/02/2011,Completed,30/08/2011
21015,LGA,Kyrios,21/03/2009,06/04/2007,37,32,29,0,NA,No,No,NA,NA,NA,NA,NA
37576,LGA,Kyrios,14/07/2014,29/07/2012,8,26,33,1,NA,Yes,No,Allocated,NA,12/07/2013,Completed,21/12/2013
23510,IPV,Kyrios,21/12/2015,05/01/2013,10,8,42,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33088,IGV,Kyrios,14/03/2007,29/03/2005,39,40,19,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39993,LGA,Kyrios,04/07/2017,20/07/2014,25,38,1,0,NA,No,No,NA,NA,NA,NA,NA
14586,SVC,Kyrios,11/04/2006,26/04/2004,16,6,59,1,NA,Yes,No,Allocated,Doro S,16/06/2005,Completed,15/03/2006
39358,LGA,Kyrios,02/10/2017,18/10/2014,45,44,8,2,NA,Yes,No,Allocated,NA,09/07/2016,Completed,16/01/2017
9446,IGV,Kyrios,27/02/2018,15/03/2015,33,36,47,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
22280,IGV,Kyrios,22/11/2010,07/12/2008,44,41,39,0,NA,No,No,NA,NA,NA,NA,NA
15982,IGV,Kyrios,06/07/2013,22/07/2010,44,32,12,2,NA,Yes,No,Allocated,Doro V,23/12/2010,Did not complete,NA
41572,LGA,Kyrios,29/06/2020,15/07/2017,44,41,3,0,NA,No,No,NA,NA,NA,NA,NA
35544,SVA,Kyrios,08/02/2013,24/02/2011,17,14,42,1,NA,Yes,No,Allocated,Doro S,26/06/2011,Completed,28/03/2012
6659,IPV,Kyrios,06/12/2014,22/12/2011,21,14,47,0,NA,No,No,NA,NA,NA,NA,NA
4233,SVC,Kyrios,11/08/2017,27/08/2014,23,16,78,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
12880,IGV,Kyrios,02/09/2016,18/09/2013,36,30,37,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36748,IGV,Kyrios,22/09/2010,07/10/2008,40,42,17,0,NA,No,No,NA,NA,NA,NA,NA
40744,LGA,Kyrios,04/03/2015,19/03/2013,34,34,31,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40310,ATH,Kyrios,28/08/2012,13/09/2010,5,26,31,0,NA,No,No,NA,NA,NA,NA,NA
15873,ATH,Kyrios,25/09/2009,11/10/2007,56,58,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
41636,SVA,Kyrios,27/08/2007,11/09/2005,34,30,50,1,NA,Yes,No,Allocated,Doro S,24/10/2005,Completed,02/07/2006
39401,IGV,Kyrios,30/08/2011,14/09/2008,60,68,14,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
4459,IGV,Kyrios,30/10/2017,15/11/2014,49,38,29,0,NA,No,No,NA,NA,NA,NA,NA
41607,ATH,Kyrios,20/12/2018,04/01/2017,35,40,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
32135,LGA,Kyrios,07/07/2013,23/07/2010,50,42,17,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
23464,LGA,Kyrios,05/06/2010,20/06/2008,36,30,17,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
22990,LGA,Kyrios,15/06/2014,01/07/2011,56,46,26,3,NA,Yes,No,Allocated,NA,23/08/2013,Completed,16/02/2014
35492,ATH,Kyrios,01/06/2016,17/06/2014,40,44,19,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
15242,SVC,Kyrios,04/04/2006,19/04/2004,1,9,70,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
44723,IGV,Kyrios,19/11/2018,05/12/2015,27,41,29,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
37725,IGV,Kyrios,14/12/2016,30/12/2013,24,32,3,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
29785,SVA,Kyrios,19/06/2017,05/07/2015,49,26,61,1,NA,Yes,No,Allocated,Doro S,22/04/2016,Completed,11/01/2017
14764,SVA,Kyrios,14/10/2012,30/10/2009,7,18,33,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
15621,LGA,Kyrios,09/04/2012,25/04/2010,43,34,26,2,NA,Yes,No,Allocated,NA,21/06/2011,Completed,29/11/2011
18933,IGV,Kyrios,11/07/2011,26/07/2008,27,43,25,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
12705,ATH,Kyrios,20/02/2008,07/03/2006,32,42,12,0,NA,No,No,NA,NA,NA,NA,NA
13903,ATH,Kyrios,14/10/2009,30/10/2007,36,50,23,2,NA,Yes,No,Allocated,NA,19/10/2008,Did not complete,NA
10763,LGA,Kyrios,19/10/2016,04/11/2014,15,9,37,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
17979,LGA,Kyrios,10/07/2016,26/07/2013,61,60,36,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
14676,ATH,Kyrios,11/06/2008,27/06/2006,43,27,19,2,NA,Yes,No,Allocated,NA,14/08/2006,Completed,30/01/2007
37996,IGV,Kyrios,24/11/2013,10/12/2010,45,44,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9123,IGV,Kyrios,19/11/2011,04/12/2008,34,43,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
5667,SVC,Kyrios,02/06/2014,17/06/2012,36,31,34,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
40018,LGA,Kyrios,30/12/2010,14/01/2009,41,50,7,2,NA,Yes,No,Allocated,NA,28/07/2009,Completed,06/02/2010
34814,LGA,Kyrios,21/12/2014,06/01/2012,38,41,12,0,NA,No,No,NA,NA,NA,NA,NA
18752,IGV,Kyrios,12/08/2007,27/08/2004,19,37,10,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
32147,LGA,Kyrios,16/08/2014,31/08/2012,33,38,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
10490,IGV,Kyrios,07/03/2014,23/03/2011,65,48,29,0,NA,No,No,NA,NA,NA,NA,NA
45188,LGA,Kyrios,12/04/2012,28/04/2010,63,59,30,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
29722,IGV,Kyrios,18/01/2018,03/02/2016,32,28,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21326,IGV,Kyrios,27/03/2012,12/04/2010,34,37,11,1,NA,Yes,No,Allocated,Doro V,11/06/2010,Completed,17/03/2011
46300,LGA,Kyrios,26/09/2009,12/10/2007,29,40,14,0,NA,No,No,NA,NA,NA,NA,NA
28414,LGA,Kyrios,07/05/2017,23/05/2015,67,60,12,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
8244,LGA,Kyrios,16/10/2016,01/11/2014,51,38,22,3,NA,Yes,No,Allocated,NA,04/11/2014,Completed,18/04/2015
8783,LGA,Kyrios,19/04/2020,05/05/2017,24,39,40,1,NA,Yes,No,Allocated,NA,28/05/2018,Did not complete,NA
33113,IPV,Kyrios,07/01/2010,23/01/2008,51,42,10,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
45336,KAB,Kyrios,16/04/2015,01/05/2013,38,48,12,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40638,LGA,Kyrios,03/08/2008,19/08/2006,48,36,29,1,NA,Yes,No,Allocated,NA,10/08/2007,Completed,07/02/2008
37301,KAB,Kyrios,09/04/2007,24/04/2004,51,36,5,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
16908,LGA,Kyrios,20/07/2014,05/08/2011,40,44,27,2,NA,Yes,No,Allocated,NA,17/09/2012,Completed,10/03/2013
45165,ATH,Kyrios,25/10/2016,10/11/2014,71,60,28,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
36319,LGA,Kyrios,11/07/2009,27/07/2006,35,18,14,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
1602,LGA,Kyrios,02/11/2013,18/11/2010,22,22,39,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
28363,IGV,Kyrios,31/01/2007,16/02/2004,32,30,21,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39576,ATH,Kyrios,06/10/2015,21/10/2012,35,26,29,0,NA,No,No,NA,NA,NA,NA,NA
21964,SVA,Kyrios,04/03/2018,19/03/2016,3,18,50,0,NA,No,No,NA,NA,NA,NA,NA
18942,IGV,Kyrios,16/05/2018,01/06/2015,36,37,16,1,NA,Yes,No,Allocated,Doro V,17/06/2017,Completed,03/04/2018
44021,ATH,Kyrios,16/07/2009,01/08/2007,39,32,45,0,NA,No,No,NA,NA,NA,NA,NA
42008,LGA,Kyrios,12/11/2015,27/11/2013,43,39,28,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
5212,ATH,Kyrios,01/06/2011,16/06/2009,43,29,25,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
38932,SVC,Kyrios,16/02/2010,04/03/2007,48,33,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
15210,IGV,Kyrios,06/01/2006,22/01/2004,81,55,29,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
21315,LGA,Kyrios,02/03/2012,18/03/2009,37,42,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
18724,LGA,Kyrios,03/03/2019,18/03/2017,69,64,37,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
46388,SVC,Kyrios,29/10/2020,14/11/2017,16,1,70,2,NA,Yes,No,Allocated,Doro S,26/12/2019,Completed,10/10/2020
29693,SVA,Kyrios,29/12/2013,14/01/2012,14,18,68,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
34064,ATH,Kyrios,29/10/2009,14/11/2007,51,28,9,0,NA,No,No,NA,NA,NA,NA,NA
32735,LGA,Kyrios,16/03/2014,31/03/2012,19,31,1,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
28792,IGV,Kyrios,31/10/2010,16/11/2007,35,44,2,1,NA,Yes,No,Allocated,Doro V,10/01/2009,Completed,22/10/2009
38106,LGA,Kyrios,09/09/2014,24/09/2012,49,46,39,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25489,SVA,Kyrios,17/11/2008,03/12/2006,1,9,47,0,NA,No,No,NA,NA,NA,NA,NA
30745,IGV,Kyrios,20/10/2008,05/11/2006,65,52,12,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39344,IGV,Kyrios,15/05/2009,31/05/2006,30,42,44,0,NA,No,No,NA,NA,NA,NA,NA
25445,EXT,Kyrios,07/11/2017,23/11/2014,9,3,32,0,NA,No,No,NA,NA,NA,NA,NA
28640,LGA,Kyrios,31/05/2013,16/06/2010,39,38,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
10815,LGA,Kyrios,28/01/2015,12/02/2013,23,41,2,0,NA,No,No,NA,NA,NA,NA,NA
22607,SVC,Kyrios,06/04/2014,21/04/2012,6,5,30,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
34284,ATH,Kyrios,09/12/2015,24/12/2013,34,27,13,0,NA,No,No,NA,NA,NA,NA,NA
19143,IGV,Kyrios,29/05/2017,14/06/2015,46,52,26,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9810,IGV,Kyrios,19/11/2016,05/12/2013,51,40,29,0,NA,No,No,NA,NA,NA,NA,NA
12165,IGV,Kyrios,10/08/2007,25/08/2004,23,31,3,0,NA,No,No,NA,NA,NA,NA,NA
43250,IGV,Kyrios,17/01/2015,02/02/2012,35,37,7,1,NA,Yes,No,Allocated,Doro V,04/04/2013,Completed,02/01/2014
38407,ATH,Kyrios,21/04/2011,06/05/2009,28,42,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
13014,IPV,Kyrios,11/02/2013,27/02/2010,20,16,40,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
13439,IGV,Kyrios,07/07/2013,23/07/2011,66,38,30,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21361,IGV,Kyrios,03/11/2007,18/11/2004,55,67,32,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
29539,LGA,Kyrios,19/09/2010,04/10/2008,34,36,1,2,NA,Yes,No,Allocated,NA,10/09/2009,Did not complete,NA
29315,LGA,Kyrios,26/10/2016,11/11/2014,27,42,15,0,NA,No,No,NA,NA,NA,NA,NA
6962,LGA,Kyrios,16/06/2015,01/07/2013,62,59,39,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33916,SVA,Kyrios,25/01/2016,09/02/2014,34,20,29,0,NA,No,No,NA,NA,NA,NA,NA
30459,SVC,Kyrios,01/03/2009,17/03/2007,17,10,41,0,NA,No,No,NA,NA,NA,NA,NA
38673,IGV,Kyrios,02/12/2010,17/12/2008,36,30,7,2,NA,Yes,No,Allocated,Doro V,28/08/2009,Completed,09/05/2010
2798,LGA,Kyrios,17/08/2013,02/09/2011,34,24,19,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9638,IPV,Kyrios,01/08/2014,16/08/2012,46,40,17,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
21827,ATH,Kyrios,20/06/2017,06/07/2015,29,37,21,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
2568,SVC,Kyrios,16/05/2018,31/05/2016,16,28,35,0,NA,No,No,NA,NA,NA,NA,NA
17420,LGA,Kyrios,24/05/2019,08/06/2016,28,37,28,0,NA,No,No,NA,NA,NA,NA,NA
16982,LGA,Kyrios,22/06/2011,07/07/2009,51,58,13,0,NA,No,No,NA,NA,NA,NA,NA
29780,ATH,Kyrios,09/04/2018,25/04/2015,33,35,3,0,NA,No,No,NA,NA,NA,NA,NA
43784,SVC,Kyrios,11/08/2016,27/08/2013,31,28,38,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
18201,LGA,Kyrios,25/03/2017,10/04/2015,24,40,1,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
20388,SVA,Kyrios,26/11/2017,12/12/2014,31,18,31,1,NA,Yes,No,Allocated,Doro S,30/06/2015,Completed,31/03/2016
6445,LGA,Kyrios,14/06/2012,30/06/2010,51,26,19,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
21445,SVA,Kyrios,03/11/2013,19/11/2011,14,4,57,2,NA,Yes,No,Allocated,Doro S,13/01/2012,Completed,19/10/2012
12574,LGA,Kyrios,27/02/2019,14/03/2017,35,24,16,2,NA,Yes,No,Allocated,NA,06/09/2017,Completed,17/02/2018
41989,LGA,Kyrios,11/07/2020,27/07/2017,28,31,47,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
10755,LGA,Kyrios,20/08/2013,05/09/2010,28,31,11,0,NA,No,No,NA,NA,NA,NA,NA
44982,IPV,Kyrios,23/04/2019,08/05/2016,9,30,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2387,LGA,Kyrios,25/12/2019,09/01/2018,28,31,27,0,NA,No,No,NA,NA,NA,NA,NA
35848,LGA,Kyrios,26/02/2017,14/03/2015,47,46,17,2,NA,Yes,No,Allocated,NA,10/01/2016,Completed,24/07/2016
36652,LGA,Kyrios,29/07/2017,14/08/2015,12,30,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25936,LGA,Kyrios,31/10/2019,15/11/2017,28,18,54,1,NA,Yes,No,Allocated,NA,04/09/2018,Completed,10/03/2019
1194,SVC,Kyrios,23/04/2015,08/05/2012,6,30,38,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
18297,IGV,Kyrios,04/04/2006,19/04/2004,34,20,8,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
22602,SVA,Kyrios,14/05/2020,30/05/2017,4,28,55,0,NA,No,No,NA,NA,NA,NA,NA
33579,IPV,Kyrios,04/02/2009,20/02/2007,23,30,15,0,NA,No,No,NA,NA,NA,NA,NA
44515,LGA,Kyrios,31/12/2013,16/01/2012,19,30,7,1,NA,Yes,No,Allocated,NA,07/06/2012,Completed,20/12/2012
10531,IGV,Kyrios,28/04/2007,13/05/2005,44,46,22,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
1566,LGA,Kyrios,09/06/2017,25/06/2014,49,28,29,0,NA,No,No,NA,NA,NA,NA,NA
25111,LGA,Kyrios,02/07/2015,17/07/2012,67,50,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
1165,SVC,Kyrios,13/03/2012,29/03/2010,20,22,33,0,NA,No,No,NA,NA,NA,NA,NA
41685,SVC,Kyrios,29/12/2009,14/01/2008,1,4,80,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
6023,LGA,Kyrios,31/03/2016,16/04/2013,34,39,15,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
24053,LGA,Kyrios,11/01/2013,27/01/2010,39,41,3,0,NA,No,No,NA,NA,NA,NA,NA
40007,EXT,Kyrios,27/11/2018,12/12/2016,34,30,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
34831,KAB,Kyrios,10/07/2019,25/07/2016,46,43,73,0,NA,No,No,NA,NA,NA,NA,NA
40635,LGA,Kyrios,10/08/2019,25/08/2016,60,44,38,0,NA,No,No,NA,NA,NA,NA,NA
15727,LGA,Kyrios,25/05/2012,10/06/2010,29,42,9,1,NA,Yes,No,Allocated,NA,01/07/2010,Completed,01/01/2011
36975,LGA,Kyrios,18/08/2014,03/09/2011,56,65,37,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
20907,IGV,Kyrios,15/11/2013,01/12/2010,81,57,54,1,NA,Yes,No,Allocated,Doro V,19/01/2012,Completed,29/10/2012
17409,LGA,Kyrios,04/05/2014,19/05/2012,38,29,28,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
33012,LGA,Kyrios,04/12/2008,20/12/2005,41,27,33,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
22441,IGV,Kyrios,28/08/2013,13/09/2010,43,52,27,1,NA,Yes,No,Allocated,Doro V,02/06/2012,Completed,08/03/2013
2634,LGA,Kyrios,06/03/2019,21/03/2016,51,60,27,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
2279,LGA,Kyrios,18/01/2011,03/02/2008,72,93,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2107,ATH,Kyrios,20/10/2010,04/11/2008,39,32,8,0,NA,No,No,NA,NA,NA,NA,NA
28875,IGV,Kyrios,07/06/2008,23/06/2006,67,65,24,0,NA,No,No,NA,NA,NA,NA,NA
21833,KAB,Kyrios,07/03/2010,23/03/2007,32,20,6,0,NA,No,No,NA,NA,NA,NA,NA
3741,IPV,Kyrios,27/03/2011,11/04/2009,21,42,46,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
14955,LGA,Kyrios,24/12/2009,09/01/2007,31,26,7,1,NA,Yes,No,Allocated,NA,10/08/2007,Completed,03/02/2008
37194,LGA,Kyrios,22/05/2010,06/06/2008,57,66,28,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
10861,ATH,Kyrios,31/03/2013,16/04/2011,35,42,8,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
17994,IPV,Kyrios,16/02/2012,03/03/2010,41,41,6,0,NA,No,No,NA,NA,NA,NA,NA
22427,SVA,Kyrios,16/04/2015,01/05/2012,33,20,25,1,NA,Yes,No,Allocated,Doro S,04/10/2012,Completed,19/06/2013
21023,IGV,Kyrios,16/11/2010,01/12/2008,31,14,6,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
22667,LGA,Kyrios,08/12/2015,23/12/2013,35,22,12,0,NA,No,No,NA,NA,NA,NA,NA
8798,LGA,Kyrios,21/02/2012,08/03/2009,33,26,24,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
29688,IGV,Kyrios,07/02/2019,22/02/2017,57,56,24,0,NA,No,No,NA,NA,NA,NA,NA
